date,price,price_return,absolute_return,rolling_5d_return,rolling_20d_return,rolling_10d_volatility,rolling_30d_volatility,moving_average_gap_10d,moving_average_gap_30d,volume_change,volume_vs_20d_average,input_market_return,input_peer_msft_return,input_peer_nvda_return,anomaly_score,severity_percentile,model_flag,dominant_features,contribution_absolute_return,contribution_rolling_5d_return,contribution_rolling_20d_return,contribution_rolling_10d_volatility,contribution_rolling_30d_volatility,contribution_moving_average_gap_10d,contribution_moving_average_gap_30d,contribution_volume_change,contribution_volume_vs_20d_average,contribution_input_market_return,contribution_input_peer_msft_return,contribution_input_peer_nvda_return
2020-03-03,69.84285736083984,-0.031759685795097914,0.031759685795097914,0.004304014465490669,-0.06043364933968742,0.0442826702557354,0.029281131520500287,-0.026150487574046477,-0.07156763370941854,-0.22671631867321618,0.07820517419315931,-0.0363527483162823,-0.0479196740063923,-0.0381287595401305,0.540699073017689,0.9543178973717147,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_10d_volatility (26%), input_peer_msft_return (23%), input_market_return (11%), moving_average_gap_30d (8%), rolling_30d_volatility (6%).",0.0559362134705022,8.902821339205402e-06,0.03556215853352477,0.2604838700720036,0.06428983320529051,0.0335445450666736,0.08316790365025468,0.05861834453973549,0.012132301708712096,0.10896601321555918,0.23349719437567512,0.05379271934072945
2020-03-04,73.08250427246094,0.046384799162548784,0.046384799162548784,0.03447847611494237,-0.04827190431561179,0.04720343484344258,0.03060656487709268,0.026233899312352316,-0.027141283558683282,-0.08165264533480421,-0.0009999133226629153,0.0472524477816675,0.0367152037974314,0.0700289105319327,0.5472724420178896,0.9574468085106383,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_10d_volatility (29%), absolute_return (16%), input_market_return (15%), input_peer_nvda_return (13%), input_peer_msft_return (12%).",0.1649876126253273,0.01606451025562571,0.023065017425851465,0.28771204762676145,0.07220854528591512,0.016691654862208628,0.016852175552561247,0.008667180374353493,3.0197793262187052e-06,0.1454832102168168,0.11572164251493298,0.13254338348031952
2020-03-05,70.71189880371094,-0.03243738692795861,0.03243738692795861,0.07092693383520632,-0.0865917361157923,0.047958354170117616,0.031124422314341153,0.0022477379150631638,-0.05626931082752096,0.053834495259533766,0.044811555813647486,-0.0302494003593665,-0.0250951571668389,-0.039436249596977,0.5265396938833204,0.9430538172715894,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_10d_volatility (38%), rolling_5d_return (10%), rolling_30d_volatility (10%), input_market_return (9%), input_peer_msft_return (7%).",0.06721816832300354,0.09961985605014227,0.06958067360485284,0.3755015620704199,0.09718205311819926,0.00011151450733856617,0.06228711115946161,0.0014656910509212812,0.004421036221623288,0.08541872990980631,0.07323388427336973,0.06395971971086156
2020-03-06,69.77284240722656,-0.01328003366294972,0.01328003366294972,0.05732365811089912,-0.10914215661205273,0.047729274441016,0.031159884739321252,-0.0028670690372626373,-0.06584818439434581,-0.09478975181297278,-0.05741033001197038,-0.0222396439366333,-0.0282671677034954,-0.0265288400921652,0.5077130599042984,0.9242803504380476,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_10d_volatility (41%), rolling_20d_return (11%), rolling_30d_volatility (11%), input_peer_msft_return (10%), moving_average_gap_30d (9%).",4.3514161252977324e-05,0.06920706524755268,0.11249929442032328,0.4078448737448761,0.10773103808584603,0.0020872329502341913,0.08897865815124255,0.01522362516581583,0.008191601184164687,0.05246398406348301,0.10186663200540096,0.033862480819807646
2020-03-09,64.25436401367188,-0.07909206796171919,0.07909206796171919,-0.10923367180970522,-0.16829680314702156,0.05160039197487421,0.03413442371904122,-0.07147847382311645,-0.1349431636242786,0.32436716303914337,0.22645870978245686,-0.0660194004223317,-0.0677728764420002,-0.0774314923733414,0.6734361734244834,0.9931163954943679,True,"Flagged as a price-feature anomaly. Dominant features: absolute_return (21%), input_peer_msft_return (14%), rolling_10d_volatility (12%), input_market_return (10%), rolling_5d_return (8%).",0.2144056015805903,0.07799247319471113,0.056580041273931576,0.12281666582850313,0.03839150619280444,0.06157350757090462,0.07420468706325496,0.02706122264130417,0.029810239779159958,0.10149029477523233,0.13511325809095695,0.060560502008646246
2020-03-10,68.88206481933594,0.07202157980552726,0.07202157980552726,-0.013756489608379274,-0.1126107810127126,0.056786008282750544,0.03659898490069722,-0.003652497639077823,-0.07033620707834665,0.04905830878250117,0.26425770344622457,0.0609204614606804,0.0683843629917027,0.0637219547057514,0.6384493927844075,0.9881101376720901,True,"Flagged as a price-feature anomaly. Dominant features: absolute_return (23%), rolling_10d_volatility (22%), input_peer_msft_return (18%), input_market_return (11%), rolling_30d_volatility (7%).",0.23462643659570143,0.002883456477990701,0.038664566673956055,0.22401329398932815,0.07021954107632893,0.0008478523158762789,0.032400917207988496,0.0003980286980866394,0.05587165317784696,0.10931699140377753,0.18215805413095554,0.048599208252163184
2020-03-11,66.48974609375,-0.03473064769269796,0.03473064769269796,-0.09020980116023791,-0.1382311782151353,0.05751282577450698,0.036613655068151195,-0.03243847731905203,-0.09856044504982586,-0.19782006740487867,0.008653298249325037,-0.0462568862329602,-0.0453018997880676,-0.0559598624810638,0.6033535752413409,0.9806007509386734,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (31%), input_peer_msft_return (11%), rolling_5d_return (10%), rolling_30d_volatility (9%), input_market_return (9%).",0.04022520510893574,0.09847156526959774,0.07267232727282154,0.306963775423522,0.09291745244666165,0.02600227346807311,0.0767057327655323,0.024146647695414834,7.398653929291343e-05,0.09210282200517719,0.11077818647737465,0.05894002552759615
2020-03-12,59.9235954284668,-0.09875433508235965,0.09875433508235965,-0.1525670157039818,-0.24135090116260816,0.06221116705368568,0.04015048901787462,-0.12017285253751453,-0.18084855515059728,0.3404776409251691,0.3275594256808063,-0.0988089361848703,-0.0948383321778945,-0.1223676512292371,0.7456825567966426,0.9993742177722152,True,"Flagged as a price-feature anomaly. Dominant features: absolute_return (19%), input_peer_msft_return (14%), input_market_return (12%), rolling_10d_volatility (11%), moving_average_gap_10d (9%).",0.18847127882345666,0.07709689980837509,0.05657116476211221,0.10944295001323143,0.03761817929084313,0.0866713716949128,0.06617771528445934,0.015571446161777962,0.03242522919356176,0.11655362162003771,0.1366950771098695,0.07670506623736256
2020-03-13,67.10293579101562,0.11980823766022342,0.11980823766022342,-0.038265699434002265,-0.14436533499544568,0.07426803215459271,0.046444245269293374,-0.01636955561447173,-0.07813075440631512,-0.0021418510600745844,0.29685447260573583,0.1067397510108515,0.1421689045546967,0.1134020116040925,0.7221030247250245,0.9974968710888611,True,"Flagged as a price-feature anomaly. Dominant features: input_peer_msft_return (27%), absolute_return (27%), rolling_10d_volatility (16%), input_market_return (12%), rolling_30d_volatility (6%).",0.2683845320911806,0.005311189960333686,0.020497785008598068,0.16115958559704485,0.05677544373220086,0.002113898331514261,0.01338213300836266,5.161508247063882e-05,0.024358373056844046,0.11814505927708163,0.2746567860249137,0.0551635988294549
2020-03-16,58.470340728759766,-0.1286470548642027,0.1286470548642027,-0.09001759450426439,-0.2546238886454171,0.07777217996236019,0.051270931671032166,-0.12539354625398347,-0.1907715127085009,0.054737681506992875,0.3439627110783672,-0.1285363408819441,-0.147390487688987,-0.1845210183525475,0.7571077474860424,1.0,True,"Flagged as a price-feature anomaly. Dominant features: absolute_return (21%), input_peer_msft_return (20%), rolling_10d_volatility (12%), input_market_return (12%), input_peer_nvda_return (11%).",0.2127930451623209,0.017322101541771825,0.038600748509831355,0.12269425806801516,0.05249110769011283,0.05817021010850612,0.04519513741999695,0.00012908090912910574,0.022099590422196103,0.12115281859988261,0.20306166647265503,0.10629023509558219
2020-03-17,61.04128646850586,0.043970083083191724,0.043970083083191724,-0.1138290260519178,-0.2073353449141898,0.07994542596213976,0.05210045578948334,-0.07475572751806325,-0.14997654303670827,-0.228194322852033,0.02616788702219286,0.0862884557490716,0.0823364844721723,0.1062627502962461,0.7192417252845156,0.9968710888610763,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (29%), input_peer_msft_return (14%), rolling_30d_volatility (12%), input_market_return (11%), input_peer_nvda_return (7%).",0.032201408961887286,0.05922362094301807,0.057842034021803955,0.2878076175586887,0.1205258351273769,0.04704794840893522,0.06319152725819006,0.01213968465508806,0.0002737421626112344,0.11332803308296949,0.1351212403129493,0.07129730750648194
2020-03-18,59.5470085144043,-0.02447979131096023,0.02447979131096023,-0.10441816952581684,-0.2377788633089183,0.07744694373126572,0.05170129612471155,-0.07849938935547562,-0.16409476900312525,-0.294242025836431,-0.2734912163892006,-0.0321150629925915,-0.0420958903372352,-0.0665070397009505,0.6866289859079684,0.9956195244055068,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (34%), rolling_30d_volatility (15%), moving_average_gap_30d (10%), rolling_20d_return (10%), moving_average_gap_10d (7%).",0.005252943605852364,0.06484380307823456,0.09601283305097619,0.3426014052535179,0.15202292426058747,0.06668030413496333,0.09635569203482013,0.025247169266294667,0.0395904434577387,0.02268103676044844,0.0477899853589253,0.040921459737641115
2020-03-19,59.09074783325195,-0.007662193156890096,0.007662193156890096,-0.013898491725334639,-0.23577881586278882,0.07731437761756366,0.05162052520751867,-0.06881370750255011,-0.16332551108991622,0.07811262917984996,-0.21827006905051693,0.0314427775757367,0.016453242479856,0.0500444764804912,0.6470888553907301,0.9893617021276596,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (42%), rolling_30d_volatility (19%), moving_average_gap_30d (12%), rolling_20d_return (12%), moving_average_gap_10d (6%).",0.002073907547974989,0.0023851983043639714,0.11694111008156302,0.42195544139466834,0.18716246595136427,0.06423315328810099,0.11816580959007242,0.0011895329013875365,0.031212257770177613,0.022744593372932262,0.008077657028963585,0.023858872768430996
2020-03-20,55.33934020996094,-0.06348553302925031,0.06348553302925031,-0.1753067200769136,-0.267720783540916,0.07879999244098604,0.05246602262112613,-0.1076335567713258,-0.20785004760994596,0.2449571822173202,-0.02859010764968939,-0.0299943336651563,-0.0375584127040707,-0.0339017897497093,0.7186260628166762,0.9962453066332916,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (28%), rolling_5d_return (14%), rolling_30d_volatility (12%), moving_average_gap_30d (12%), moving_average_gap_10d (10%).",0.08789424551718512,0.13749866865413607,0.09335528746973164,0.27963709038296447,0.12413107360698074,0.09538180517827356,0.11698135626389018,0.010522993439400769,0.00034405071806659695,0.01553217134549632,0.029808494110771057,0.008912763313103268
2020-03-23,54.16368865966797,-0.02124440851359033,0.02124440851359033,-0.07365532704983002,-0.24753542395816674,0.07606441575844339,0.05250180013393582,-0.11214455099105247,-0.21604067092125678,-0.17831129715340255,-0.18965317512915325,0.0181637056200952,-0.0099748182867175,0.0337306436427011,0.6762189398676357,0.9949937421777222,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (34%), moving_average_gap_30d (17%), rolling_30d_volatility (17%), moving_average_gap_10d (14%), rolling_20d_return (11%).",0.002658450345183362,0.034704024909725864,0.10712950032935702,0.3387862241156674,0.16506790510237385,0.13702134420313947,0.16696494401373144,0.010311804555015815,0.01974189580951868,0.005952271751165575,0.00305959101401871,0.008602043851103084
2020-03-24,59.597694396972656,0.10032562168076686,0.10032562168076686,-0.023649437209650293,-0.1430161079101735,0.08005610490365418,0.05622262304696278,-0.007972217290431405,-0.12982180220122663,0.42160765348023843,0.13850630881359205,0.0940153298065937,0.0908954548898528,0.1715639731826341,0.7309731233181924,0.9981226533166458,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (22%), absolute_return (20%), input_peer_nvda_return (14%), input_peer_msft_return (13%), rolling_30d_volatility (11%).",0.20050840522933913,0.002608538944118973,0.022604905662564366,0.2192843250297885,0.11498346569460716,0.000812282083540663,0.03684503710534095,0.024995253997783733,0.0059312861784674075,0.1024041215963429,0.1252122833832394,0.14381009509486686
2020-03-25,59.26939010620117,-0.005508674355499288,0.005508674355499288,-0.00466217220863363,-0.16104532859543708,0.07964579621596357,0.056223093955884075,-0.0014356545824586453,-0.12701615149195322,-0.16540170148190436,-0.058711819069421134,-0.0172756026201071,-0.0095723522390346,-0.0142868507211396,0.605811330268837,0.981226533166458,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (53%), rolling_30d_volatility (28%), moving_average_gap_30d (9%), rolling_20d_return (7%), volume_change (1%).",0.004408389248901965,0.0007194064622146905,0.06792562110139681,0.5274552638985295,0.2802371110605627,0.0003987780744819164,0.08630331292186433,0.012441521535058012,0.002634969065208363,0.010057279418231356,0.003917117147086143,0.003501230066464346
2020-03-26,62.38832092285156,0.05262296121255461,0.05262296121255461,0.055805235345895765,-0.05513309127077293,0.07484076927270769,0.05701324072079307,0.04676502131394833,-0.07352680675943135,-0.0660131894968563,-0.11866940438955353,0.0489308702905869,0.0625507795631974,0.0473087068048094,0.6527716227486894,0.990613266583229,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (38%), rolling_30d_volatility (25%), input_peer_msft_return (12%), absolute_return (8%), input_market_return (6%).",0.08369624671743583,0.017045428966021736,0.009980923180870882,0.38146664908724165,0.24790904866482874,0.021974913869672433,0.027990377955795284,0.002197157865850442,0.009094489728670444,0.05589662759758111,0.12191100934921897,0.02083712701681263
2020-03-27,59.80530548095703,-0.041402227270848524,0.041402227270848524,0.08070145495143133,-0.09372239708244967,0.06436855443082516,0.05737342821811658,0.01586499624017379,-0.10362323223768444,0.19028591244277626,0.03828165084184221,-0.0289727587395236,-0.0410607091193405,-0.0175321776625799,0.6222336348283152,0.9849812265331664,True,"Flagged as a price-feature anomaly. Dominant features: rolling_10d_volatility (34%), rolling_30d_volatility (33%), input_peer_msft_return (7%), moving_average_gap_30d (7%), absolute_return (6%).",0.05605004629922994,0.05004305832201806,0.030168653493262258,0.33757992763680233,0.33406634226568876,0.0022687104926591138,0.06726595336986571,0.012526804274814618,0.0012266386053781829,0.029970120250871264,0.07324344002518217,0.005590304964227634
2020-03-30,61.512020111083984,0.028537846540561462,0.028537846540561462,0.13566896260682149,-0.14725113017601155,0.04953788232039253,0.057734926907162046,0.0394849324419857,-0.07017682761066835,-0.3231217305194928,-0.2781769140935665,0.0516095255665247,0.0703405528142642,0.050884476965596,0.655452654013883,0.9912390488110138,True,"Flagged as a price-feature anomaly. Dominant features: rolling_30d_volatility (28%), input_peer_msft_return (17%), rolling_10d_volatility (13%), rolling_5d_return (12%), input_market_return (7%).",0.013190919005240083,0.12251608881218334,0.053548480684282515,0.13006996994333403,0.2796841803190945,0.01647223851107892,0.02812956587122711,0.0398866866012417,0.05419341303217776,0.06782407107493038,0.16805329159060775,0.026431094554602
2020-03-31,61.386497497558594,-0.002040619269188526,0.002040619269188526,0.030014635946668422,-0.12107694591577012,0.04774078552426236,0.05769620262039883,0.03675892710330819,-0.0647125301190502,0.06324753031367125,-0.22439759085135313,-0.0101552787307554,-0.0157275230246355,-0.0074926902167714,0.5578413193362718,0.9655819774718398,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_30d_volatility (52%), rolling_10d_volatility (22%), rolling_20d_return (7%), volume_vs_20d_average (7%), moving_average_gap_30d (5%).",0.015393201543693055,0.00841979685751265,0.07132440542682973,0.21692529759769452,0.5222073690968666,0.02627700676289215,0.04593809432468902,0.0013586471158768202,0.06600620519848481,0.006621204552333401,0.017367970047462312,0.002160801475664942
2020-04-01,58.156517028808594,-0.05261711614803333,0.05261711614803333,-0.018776523183358096,-0.204234753478156,0.05021168094724456,0.058176557815088,-0.015480285343021705,-0.10484750362786033,0.3281198297344292,0.023778418355901554,-0.0449810413629071,-0.0355081378323666,-0.0778831949890008,0.6441956603215073,0.9887359198998749,True,"Flagged as a price-feature anomaly. Dominant features: rolling_30d_volatility (32%), rolling_10d_volatility (15%), rolling_20d_return (11%), absolute_return (10%), input_peer_nvda_return (8%).",0.10294679969440224,0.004572263435239283,0.10879359686910514,0.15337684336655388,0.3234939219046125,0.005516109548805778,0.06387767081030654,0.03761358231589094,0.00043595471874109453,0.06509899063385279,0.05118895852603362,0.08308530817645608
2020-04-02,59.126956939697266,0.016686692402984704,0.016686692402984704,-0.052275232526088455,-0.1638329907696623,0.0504558256466583,0.05835074081625924,0.0008867402935142099,-0.08133453184879025,-0.09947915729419066,-0.07678486355739556,0.0258524774798616,0.0207089773579829,0.0510142499755508,0.5829630503937849,0.9755944931163955,True,"Flagged as a price-feature anomaly. Dominant features: rolling_30d_volatility (47%), rolling_10d_volatility (22%), rolling_20d_return (10%), moving_average_gap_30d (6%), input_peer_nvda_return (4%).",0.0008515666860920527,0.0381110639865108,0.10490413662541877,0.2231904125618871,0.4678576366696658,0.0001898024718441889,0.05868981162420599,0.007614776853579602,0.0067353018978498986,0.02617003272839841,0.02258057727856427,0.04310488061598321
2020-04-03,58.2772216796875,-0.014371368052585543,0.014371368052585543,-0.02555097393083461,-0.1647578102156897,0.045619652947542576,0.058295134443617405,-0.018379143016459598,-0.08635372483916781,0.003179754120170575,-0.07686262411911893,-0.0202798008585241,-0.0092103032549555,-0.0452502171295436,0.5664714658442265,0.9705882352941176,True,"Flagged as a price-feature anomaly. Dominant features: rolling_30d_volatility (52%), rolling_10d_volatility (18%), rolling_20d_return (12%), moving_average_gap_30d (7%), input_peer_nvda_return (5%).",4.4343532912592675e-05,0.012082068455797032,0.11819834075217517,0.18155475481471242,0.5204542022157566,0.011661126325745818,0.07261904731948625,0.00012435599277860546,0.007528356211816852,0.022670899309327922,0.006090149169546109,0.04697235589994468
2020-04-06,63.36116790771485,0.0872372786741713,0.0872372786741713,0.030061568345365774,-0.013900940732476497,0.050978572049423514,0.060224372216099095,0.050972882397129604,-0.0021544376666331466,0.35207079781686845,0.24121154302946834,0.0741676345065306,0.0743676860377307,0.1004059927054141,0.6752972055698947,0.9943679599499374,True,"Flagged as a price-feature anomaly. Dominant features: absolute_return (24%), rolling_30d_volatility (24%), input_peer_msft_return (14%), input_market_return (11%), rolling_10d_volatility (11%).",0.24312440635218407,0.003377762897845198,0.0016687070574767436,0.10615122297475872,0.23615853572345952,0.021548094062464482,0.0006992041319196723,0.028837450778613213,0.03032715930876675,0.10642391749046945,0.14059448789311516,0.08108905132892708
2020-04-07,62.62730407714844,-0.011582233326811187,0.011582233326811187,0.020213021269688713,-0.09080390895064638,0.042162289526940684,0.05996081021426204,0.033606171604012136,-0.010117765641443066,-0.35556494600721056,-0.18439334363474358,-0.0128892580486338,-0.010770546946129,-0.0349106832028938,0.5387901291995698,0.9530663329161452,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_30d_volatility (59%), rolling_10d_volatility (15%), volume_change (9%), volume_vs_20d_average (5%), rolling_20d_return (4%).",0.0005294532993212769,0.0031710960069580786,0.04476984412651213,0.1469745819801056,0.5930557744179281,0.02182902554912761,0.004135036838152843,0.09098127134908698,0.04532343549844828,0.010314270411839542,0.00858435831046299,0.030331852212056667
2020-04-08,64.23023223876953,0.025594717595483596,0.025594717595483596,0.10443739618987569,-0.03398289191531234,0.04238560008191669,0.06008557528646699,0.051452353310751375,0.018661691675065928,0.051053959209427235,-0.13790629225464657,0.0187388867128068,0.0100313546296941,0.0305758437246495,0.553834087735421,0.9643304130162703,False,"Not flagged, but strongest feature signals were measured. Dominant features: rolling_30d_volatility (58%), rolling_10d_volatility (15%), rolling_5d_return (13%), moving_average_gap_10d (5%), volume_vs_20d_average (2%).",0.015656037261193967,0.13120439777243298,0.01039368560289587,0.14550820947035126,0.5801509020265644,0.054376049432964015,0.00023973254421344657,0.0007245327356141252,0.024679451971294435,0.015033361740655244,0.005628507261984374,0.016405132179835857
